url,jurisdiction,case_id,title,decision_year,nace_code,nace_label,companies,legal_basis,companies_normalized,docx_path
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/EN/Fallberichte/Kartellverbot/2014/B10-105-11.pdf?__blob=publicationFile&v=2,German,B10-105-11,Fines Against Breweries,2014,C,Manufacturing,"[""Bitburger Braugruppe GmbH"", ""Carlsberg Deutschland GmbH"", ""Krombacher Brauerei Bernhard Schadeberg GmbH & Co. KG"", ""Radeberger Gruppe KG"", ""C. & A. Veltins GmbH & Co. KG"", ""Warsteiner Brauerei Haus Cramer KG"", ""Privat-Brauerei Ernst Barre GmbH"", ""Privat-Brauerei Bolten GmbH & Co. KG"", ""Erzquell Brauerei Bielstein Haas & Co. KG"", ""C\u00f6lner Hofbr\u00e4u P. Josef Fr\u00fch KG"", ""Privat-Brauerei Gaffel Becker & Co. OHG"", ""Verband Rheinisch-Westf\u00e4lischer Brauereien e. V."", ""Anheuser-Busch InBev Germany Holding GmbH"", ""AB InBev""]",Art. 101 TFEU,"[""bitburger braugruppe"", ""carlsberg"", ""krombacher brauerei bernhard schadeberg"", ""radeberger"", ""c. & a. veltins"", ""warsteiner brauerei haus cramer"", ""privat-brauerei ernst barre"", ""privat-brauerei bolten"", ""erzquell brauerei bielstein haas"", ""colner hofbrau p. josef fruh"", ""privat-brauerei gaffel becker"", ""verband rheinisch-westfalischer brauereien e. v."", ""anheuser-busch inbev"", ""ab inbev""]",B10-105-11.docx
http://www.bundeskartellamt.de:80/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2014/B10-105-11.pdf;jsessionid=013A43925165C13CCD6537C0A7CD7BA5.1_cid362?__blob=publicationFile&v=1,German,B10-105-11,Fines Imposed on Breweries,2014,C,Manufacturing,"[""Bitburger Braugruppe GmbH"", ""Carlsberg Deutschland GmbH"", ""Krombacher Brauerei Bernhard Schadeberg GmbH & Co. KG"", ""Radeberger Gruppe KG"", ""C. & A. Veltins GmbH & Co. KG"", ""Warsteiner Brauerei Haus Cramer KG"", ""Privat-Brauerei Ernst Barre GmbH"", ""Privat-Brauerei Bolten GmbH & Co. KG"", ""Erzquell Brauerei Bielstein Haas & Co. KG"", ""C\u00f6lner Hofbr\u00e4u P. Josef Fr\u00fch KG"", ""Privat-Brauerei Gaffel Becker & Co. OHG"", ""Verband Rheinisch-Westf\u00e4lischer Brauereien e. V."", ""Anheuser-Busch InBev Germany Holding GmbH"", ""Anheuser-Busch InBev""]",Art. 101 TFEU,"[""bitburger braugruppe"", ""carlsberg"", ""krombacher brauerei bernhard schadeberg"", ""radeberger"", ""c. & a. veltins"", ""warsteiner brauerei haus cramer"", ""privat-brauerei ernst barre"", ""privat-brauerei bolten"", ""erzquell brauerei bielstein haas"", ""colner hofbrau p. josef fruh"", ""privat-brauerei gaffel becker"", ""verband rheinisch-westfalischer brauereien e. v."", ""anheuser-busch inbev"", ""anheuser-busch inbev""]",B10-105-11.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/EN/Fallberichte/Kartellverbot/2014/B10-105-11.pdf?__blob=publicationFile&v=2,German,B10-105-11,Fines Imposed on Breweries,2014,C,Manufacturing,"[""Bitburger Braugruppe GmbH"", ""Carlsberg Deutschland GmbH"", ""Krombacher Brauerei Bernhard Schadeberg GmbH & Co. KG"", ""Radeberger Gruppe KG"", ""C. & A. Veltins GmbH & Co. KG"", ""Warsteiner Brauerei Haus Cramer KG"", ""Privat-Brauerei Ernst Barre GmbH"", ""Privat-Brauerei Bolten GmbH & Co. KG"", ""Erzquell Brauerei Bielstein Haas & Co. KG"", ""C\u00f6lner Hofbr\u00e4u P. Josef Fr\u00fch KG"", ""Privat-Brauerei Gaffel Becker & Co. OHG"", ""Verband Rheinisch-Westf\u00e4lischer Brauereien e. V."", ""Anheuser-Busch InBev Germany Holding GmbH"", ""Anheuser-Busch InBev""]",Art. 101 TFEU,"[""bitburger braugruppe"", ""carlsberg"", ""krombacher brauerei bernhard schadeberg"", ""radeberger"", ""c. & a. veltins"", ""warsteiner brauerei haus cramer"", ""privat-brauerei ernst barre"", ""privat-brauerei bolten"", ""erzquell brauerei bielstein haas"", ""colner hofbrau p. josef fruh"", ""privat-brauerei gaffel becker"", ""verband rheinisch-westfalischer brauereien e. v."", ""anheuser-busch inbev"", ""anheuser-busch inbev""]",B10-105-11.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Missbrauchsaufsicht/2009/B10-11-09.pdf?__blob=publicationFile&v=3,German,B10-11-09,GAG Gas Supply Ahrensburg GmbH - Violation of Competition Law,2009,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""GAG Gasversorgung Ahrensburg GmbH"", ""Stadt Ahrensburg""]",Art. 102 TFEU,"[""gag gasversorgung ahrensburg"", ""stadt ahrensburg""]",B10-11-09.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Fusionskontrolle/2005/B10-122-04.pdf;jsessionid=3B267AF996FEB4EFACDADB86F7614974.2_cid390?__blob=publicationFile&v=3,German,B10-122-04,Remondis/RWE Umwelt,2005,E,"Water Supply, Sewerage, Waste Management and Remediation Activities","[""Remondis Unternehmensbeteiligungs GmbH"", ""Rethmann AG & Co. KG"", ""RWE Umwelt AG"", ""RWE AG"", ""Entsorgung Dortmund GmbH"", ""Alba AG"", ""Bundesverband Sekund\u00e4rrohstoffe und Entsorgung e.V."", ""Landbell AG"", ""Sch\u00f6nmackers Umweltdienste GmbH & Co. KG""]",Merger,"[""remondis unternehmensbeteiligungs"", ""rethmann"", ""rwe umwelt"", ""rwe"", ""entsorgung dortmund"", ""alba"", ""bundesverband sekundarrohstoffe und entsorgung e.v."", ""landbell"", ""schonmackers umweltdienste""]",B10-122-04.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Kartellverbot/2006/B10-148-05.pdf;jsessionid=E36686492DB5C3C2C3AB19CA19917D46.2_cid387?__blob=publicationFile&v=4,German,B10-148-05,German Lotto and Toto Block Decision,2006,R,"Arts, Entertainment and Recreation","[""Deutscher Lotto- und Totoblock"", ""Land Brandenburg Lotto GmbH"", ""Staatliche Toto-Lotto GmbH Baden-W\u00fcrttemberg"", ""Staatliche Lotterieverwaltung Bayern"", ""Deutsche Klassenlotterie Berlin"", ""Bremer Lotto und Toto GmbH"", ""Lotterie-Treuhandgesellschaft mbH Hessen"", ""Verwaltungsgesellschaft Lotto und Toto in Mecklenburg-Vorpommern mbH"", ""Westdeutsche Lotterie GmbH & Co. OHG"", ""Lotto Rheinland-Pfalz GmbH"", ""Saarland-Sporttoto GmbH"", ""S\u00e4chsische Lotto-GmbH"", ""NordwestLotto Schleswig-Holstein GmbH & Co. KG"", ""Lotterie-Treuhandgesellschaft mbH Th\u00fcringen"", ""Toto-Lotto Niedersachsen GmbH"", ""Lotto-Toto GmbH Sachsen-Anhalt"", ""Nordwest Lotto und Toto Hamburg Verwaltungsgesellschaft m.b.H."", ""Freie und Hansestadt Hamburg"", ""Jaxx GmbH"", ""FABER Lotto-Service KG"", ""Tipp 24 AG""]",Art. 101 TFEU,"[""deutscher lotto- und totoblock"", ""land brandenburg lotto"", ""staatliche toto-lotto gmbh baden-wurttemberg"", ""staatliche lotterieverwaltung bayern"", ""deutsche klassenlotterie berlin"", ""bremer lotto und toto"", ""lotterie-treuhandgesellschaft mbh hessen"", ""verwaltungsgesellschaft lotto und toto in mecklenburg-vorpommern mbh"", ""westdeutsche lotterie"", ""lotto rheinland-pfalz"", ""saarland-sporttoto"", ""sachsische lotto-"", ""nordwestlotto schleswig-holstein"", ""lotterie-treuhandgesellschaft mbh thuringen"", ""toto-lotto niedersachsen"", ""lotto-toto gmbh sachsen-anhalt"", ""nordwest lotto und toto hamburg verwaltungsgesellschaft m.b.h."", ""freie und hansestadt hamburg"", ""jaxx"", ""faber lotto-service"", ""tipp 24""]",B10-148-05.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Fusionskontrolle/2006/B10-151-05.pdf;jsessionid=9103F2A75651D5474F80128E9BE2B467.2_cid390?__blob=publicationFile&v=3,German,B10-151-05,Merger Procedure of Sulo GmbH and Cleanaway Deutschland Holding GmbH,2006,E,"Water Supply, Sewerage, Waste Management and Remediation Activities","[""Sulo GmbH"", ""Sulo Beteiligungsverwaltungs GmbH"", ""Cleanaway Deutschland Holding GmbH"", ""Brambles Industries Europe Inc"", ""Brambles Holding Europe B.V."", ""Bundesverband Sekund\u00e4rrohstoffe und Entsorgung e.V. (bvse)""]",Merger,"[""sulo"", ""sulo beteiligungsverwaltungs"", ""cleanaway"", ""brambles industries europe"", ""brambles holding europe"", ""bundesverband sekundarrohstoffe und entsorgung e.v. (bvse)""]",B10-151-05.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Missbrauchsaufsicht/2009/B10-16-08.pdf;jsessionid=E6A668E66416F03F33C3B72DE7F2AF5F.2_cid371?__blob=publicationFile&v=4,German,B10-16-08,"Abuse Proceedings Against Gas Supply Companies from 2008 (""Gas Price Proceedings 2008"")",2009,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""EWE"", ""N-Energie"", ""Stadtwerke Essen"", ""Gasversorgung Frankenwald""]",Art. 102 TFEU,"[""ewe"", ""n-energie"", ""stadtwerke essen"", ""gasversorgung frankenwald""]",B10-16-08.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/EN/Fallberichte/Missbrauchsaufsicht/2009/B10-16-08.pdf?__blob=publicationFile&v=4,German,B10-16-08,"Abuse Proceedings Against Gas Supply Companies from 2008 (""Gas Price Proceedings 2008"")",2009,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""EWE"", ""N-Energie"", ""Stadtwerke Essen"", ""Gasversorgung Frankenwald""]",Art. 102 TFEU,"[""ewe"", ""n-energie"", ""stadtwerke essen"", ""gasversorgung frankenwald""]",B10-16-08.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Missbrauchsaufsicht/2009/B10-16-08.pdf;jsessionid=E6A668E66416F03F33C3B72DE7F2AF5F.2_cid371?__blob=publicationFile&v=4,German,B10-16-08,2008 Gas Price Proceedings Against Gas Suppliers,2009,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""EWE"", ""Stadtwerke Stade"", ""N-Energie"", ""Stadtwerke Essen"", ""Gasversorgung Frankenwald""]",Art. 102 TFEU,"[""ewe"", ""stadtwerke stade"", ""n-energie"", ""stadtwerke essen"", ""gasversorgung frankenwald""]",B10-16-08.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/EN/Fallberichte/Missbrauchsaufsicht/2009/B10-16-08.pdf?__blob=publicationFile&v=4,German,B10-16-08,2008 Gas Price Proceedings Against Gas Suppliers,2009,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""EWE"", ""Stadtwerke Stade"", ""N-Energie"", ""Stadtwerke Essen"", ""Gasversorgung Frankenwald""]",Art. 102 TFEU,"[""ewe"", ""stadtwerke stade"", ""n-energie"", ""stadtwerke essen"", ""gasversorgung frankenwald""]",B10-16-08.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Missbrauchsaufsicht/2015/B10-16-09.pdf;jsessionid=292BB4C1AFC47D6A550271B65FC467C9.2_cid371?__blob=publicationFile&v=3,German,B10-16-09,Federal Cartel Office and ENTEGA Conclude Public Law Settlement Agreement on Heating Electricity Prices 2007-2009,2015,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""ENTEGA Energie GmbH"", ""ENTEGA Privatkunden GmbH & Co. KG"", ""VNB Rhein-Main-Neckar GmbH & Co. KG"", ""e-netz S\u00fcdhessen GmbH & Co. KG""]",Art. 102 TFEU,"[""entega energie"", ""entega privatkunden"", ""vnb rhein-main-neckar"", ""e-netz sudhessen""]",B10-16-09.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Missbrauchsaufsicht/2012/B10-16-11.pdf;jsessionid=E86E174AC6C6C070088ED503F63F965E.1_cid387?__blob=publicationFile&v=4,German,B10-16-11,Decision against the City of Pulheim and Others regarding Violations of Competition Law,2012,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""Stadt Pulheim"", ""Stadtwerke Pulheim GmbH"", ""Veolia Wasser GmbH"", ""BS|ENERGY Braunschweiger Versorgungs-AG & Co. KG"", ""RWE Deutschland AG"", ""Gasversorgungsgesellschaft mbH Rhein-Erft""]",Art. 102 TFEU,"[""stadt pulheim"", ""stadtwerke pulheim"", ""veolia wasser"", ""bs|energy braunschweiger versorgungs-"", ""rwe"", ""gasversorgungsgesellschaft mbh rhein-erft""]",B10-16-11.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Missbrauchsaufsicht/2012/B10-16-11.pdf;jsessionid=189A7A97E7F0F1C99FA7970422FC9A46.1_cid387?__blob=publicationFile&v=5,German,B10-16-11,Decision against the City of Pulheim and Others regarding Violations of Competition Law,2012,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""Stadt Pulheim"", ""Stadtwerke Pulheim GmbH"", ""Veolia Wasser GmbH"", ""BS|ENERGY Braunschweiger Versorgungs-AG & Co. KG"", ""RWE Deutschland AG"", ""Gasversorgungsgesellschaft mbH Rhein-Erft""]",Art. 102 TFEU,"[""stadt pulheim"", ""stadtwerke pulheim"", ""veolia wasser"", ""bs|energy braunschweiger versorgungs-"", ""rwe"", ""gasversorgungsgesellschaft mbh rhein-erft""]",B10-16-11.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Missbrauchsaufsicht/2012/B10-16-11.pdf;jsessionid=E86E174AC6C6C070088ED503F63F965E.1_cid387?__blob=publicationFile&v=4,German,B10-16-11,Awarding of Electricity and Gas Concessions by the City of Pulheim,2012,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""Stadtwerke Pulheim GmbH"", ""Veolia Wasser GmbH"", ""BS|ENERGY Braunschweiger Versorgungs-AG & Co. KG"", ""RWE Deutschland AG"", ""Gasversorgungsgesellschaft mbH Rhein-Erft""]",Art. 102 TFEU,"[""stadtwerke pulheim"", ""veolia wasser"", ""bs|energy braunschweiger versorgungs-"", ""rwe"", ""gasversorgungsgesellschaft mbh rhein-erft""]",B10-16-11.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Missbrauchsaufsicht/2012/B10-16-11.pdf;jsessionid=189A7A97E7F0F1C99FA7970422FC9A46.1_cid387?__blob=publicationFile&v=5,German,B10-16-11,Awarding of Electricity and Gas Concessions by the City of Pulheim,2012,D,"Electricity, Gas, Steam and Air Conditioning Supply","[""Stadtwerke Pulheim GmbH"", ""Veolia Wasser GmbH"", ""BS|ENERGY Braunschweiger Versorgungs-AG & Co. KG"", ""RWE Deutschland AG"", ""Gasversorgungsgesellschaft mbH Rhein-Erft""]",Art. 102 TFEU,"[""stadtwerke pulheim"", ""veolia wasser"", ""bs|energy braunschweiger versorgungs-"", ""rwe"", ""gasversorgungsgesellschaft mbh rhein-erft""]",B10-16-11.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Entscheidungen/Fusionskontrolle/2005/B10-161-04.pdf;jsessionid=7259B9AE771B4308B68F50601998F328.2_cid381?__blob=publicationFile&v=3,German,B10-161-04,Merger of Asklepios Kliniken GmbH and Asklepios LBK Hamburg Beteiligungsgesellschaft mbH,2005,Q,Human Health and Social Work Activities,"[""Asklepios Kliniken GmbH"", ""Asklepios Landesbetrieb Krankenh\u00e4user Hamburg Beteiligungsgesellschaft mbH"", ""Freie und Hansestadt Hamburg"", ""Landesbetrieb Krankenh\u00e4user Hamburg Immobilien \u2013 Anstalt \u00f6ffentlichen Rechts"", ""Landesbetrieb Krankenh\u00e4user Hamburg GmbH""]",Merger,"[""asklepios kliniken"", ""asklepios landesbetrieb krankenhauser hamburg beteiligungsgesellschaft mbh"", ""freie und hansestadt hamburg"", ""landesbetrieb krankenhauser hamburg immobilien – anstalt offentlichen rechts"", ""landesbetrieb krankenhauser hamburg""]",B10-161-04.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2016/B10-20-15.pdf;jsessionid=17B95A3B662861DD789959A0524860AA.1_cid378?__blob=publicationFile&v=6,German,B10-20-15,Fines for Vertical Price Agreements in the Distribution of Beer,2016,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Brauerei Anheuser Busch InBev Germany Holding GmbH"", ""A. Kempf Getr\u00e4nkegro\u00dfhandel GmbH"", ""EDEKA Handelsgesellschaft Hessenring mbH"", ""EDEKA Handelsgesellschaft Minden-Hannover mbH"", ""EDEKA Handelsgesellschaft Nord mbH"", ""EDEKA Handelsgesellschaft Rhein-Ruhr mbH"", ""EDEKA Handelsgesellschaft S\u00fcdbayern mbH"", ""EDEKA Handelsgesellschaft S\u00fcdwest mbH"", ""EDEKA Nordbayern-Sachsen-Th\u00fcringen GmbH"", ""Kaufland Warenhandel GmbH & Co. KG"", ""METRO AG"", ""NETTO Marken-Discount AG & Co. KG"", ""REWE \u2013 Zentral-Aktiengesellschaft""]",Art. 101 TFEU,"[""brauerei anheuser busch inbev"", ""a. kempf getrankegroßhandel"", ""edeka handelsgesellschaft hessenring mbh"", ""edeka handelsgesellschaft minden-hannover mbh"", ""edeka handelsgesellschaft nord mbh"", ""edeka handelsgesellschaft rhein-ruhr mbh"", ""edeka handelsgesellschaft sudbayern mbh"", ""edeka handelsgesellschaft sudwest mbh"", ""edeka nordbayern-sachsen-thuringen"", ""kaufland warenhandel"", ""metro"", ""netto marken-discount"", ""rewe – zentral-aktiengesellschaft""]",B10-20-15.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/EN/Fallberichte/Kartellverbot/2016/B10-20-15.pdf;jsessionid=3707992B0F7327B58D38313C0F5CA673.2_cid390?__blob=publicationFile&v=3,German,B10-20-15,Fines for Vertical Price Agreements in the Distribution of Beer,2016,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Brauerei Anheuser Busch InBev Germany Holding GmbH"", ""A. Kempf Getr\u00e4nkegro\u00dfhandel GmbH"", ""EDEKA Handelsgesellschaft Hessenring mbH"", ""EDEKA Handelsgesellschaft Minden-Hannover mbH"", ""EDEKA Handelsgesellschaft Nord mbH"", ""EDEKA Handelsgesellschaft Rhein-Ruhr mbH"", ""EDEKA Handelsgesellschaft S\u00fcdbayern mbH"", ""EDEKA Handelsgesellschaft S\u00fcdwest mbH"", ""EDEKA Nordbayern-Sachsen-Th\u00fcringen GmbH"", ""Kaufland Warenhandel GmbH & Co. KG"", ""METRO AG"", ""NETTO Marken-Discount AG & Co. KG"", ""REWE \u2013 Zentral-Aktiengesellschaft""]",Art. 101 TFEU,"[""brauerei anheuser busch inbev"", ""a. kempf getrankegroßhandel"", ""edeka handelsgesellschaft hessenring mbh"", ""edeka handelsgesellschaft minden-hannover mbh"", ""edeka handelsgesellschaft nord mbh"", ""edeka handelsgesellschaft rhein-ruhr mbh"", ""edeka handelsgesellschaft sudbayern mbh"", ""edeka handelsgesellschaft sudwest mbh"", ""edeka nordbayern-sachsen-thuringen"", ""kaufland warenhandel"", ""metro"", ""netto marken-discount"", ""rewe – zentral-aktiengesellschaft""]",B10-20-15.docx
http://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2016/B10-20-15.pdf;jsessionid=17B95A3B662861DD789959A0524860AA.1_cid378?__blob=publicationFile&v=6,German,B10-20-15,Fines Imposed for Vertical Price Fixing in the Sale of Beer,2016,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Anheuser Busch InBev Germany Holding GmbH"", ""A. Kempf Getr\u00e4nkegro\u00dfhandel GmbH"", ""EDEKA Handelsgesellschaft Hessenring mbH"", ""EDEKA Handelsgesellschaft Minden-Hannover mbH"", ""EDEKA Handelsgesellschaft Nord mbH"", ""EDEKA Handelsgesellschaft Rhein-Ruhr mbH"", ""EDEKA Handelsgesellschaft S\u00fcdbayern mbH"", ""EDEKA Handelsgesellschaft S\u00fcdwest mbH"", ""EDEKA Nordbayern-Sachsen-Th\u00fcringen GmbH"", ""Kaufland Warenhandel GmbH & Co. KG"", ""METRO AG"", ""NETTO Marken-Discount AG & Co. KG"", ""REWE-Zentral-Aktiengesellschaft""]",Art. 101 TFEU,"[""anheuser busch inbev"", ""a. kempf getrankegroßhandel"", ""edeka handelsgesellschaft hessenring mbh"", ""edeka handelsgesellschaft minden-hannover mbh"", ""edeka handelsgesellschaft nord mbh"", ""edeka handelsgesellschaft rhein-ruhr mbh"", ""edeka handelsgesellschaft sudbayern mbh"", ""edeka handelsgesellschaft sudwest mbh"", ""edeka nordbayern-sachsen-thuringen"", ""kaufland warenhandel"", ""metro"", ""netto marken-discount"", ""rewe-zentral-aktiengesellschaft""]",B10-20-15.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/EN/Fallberichte/Kartellverbot/2016/B10-20-15.pdf;jsessionid=3707992B0F7327B58D38313C0F5CA673.2_cid390?__blob=publicationFile&v=3,German,B10-20-15,Fines Imposed for Vertical Price Fixing in the Sale of Beer,2016,G,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,"[""Anheuser Busch InBev Germany Holding GmbH"", ""A. Kempf Getr\u00e4nkegro\u00dfhandel GmbH"", ""EDEKA Handelsgesellschaft Hessenring mbH"", ""EDEKA Handelsgesellschaft Minden-Hannover mbH"", ""EDEKA Handelsgesellschaft Nord mbH"", ""EDEKA Handelsgesellschaft Rhein-Ruhr mbH"", ""EDEKA Handelsgesellschaft S\u00fcdbayern mbH"", ""EDEKA Handelsgesellschaft S\u00fcdwest mbH"", ""EDEKA Nordbayern-Sachsen-Th\u00fcringen GmbH"", ""Kaufland Warenhandel GmbH & Co. KG"", ""METRO AG"", ""NETTO Marken-Discount AG & Co. KG"", ""REWE-Zentral-Aktiengesellschaft""]",Art. 101 TFEU,"[""anheuser busch inbev"", ""a. kempf getrankegroßhandel"", ""edeka handelsgesellschaft hessenring mbh"", ""edeka handelsgesellschaft minden-hannover mbh"", ""edeka handelsgesellschaft nord mbh"", ""edeka handelsgesellschaft rhein-ruhr mbh"", ""edeka handelsgesellschaft sudbayern mbh"", ""edeka handelsgesellschaft sudwest mbh"", ""edeka nordbayern-sachsen-thuringen"", ""kaufland warenhandel"", ""metro"", ""netto marken-discount"", ""rewe-zentral-aktiengesellschaft""]",B10-20-15.docx
http://www.bundeskartellamt.de:80/SharedDocs/Entscheidung/DE/Entscheidungen/Missbrauchsaufsicht/2003/B10-206-01-1.pdf;jsessionid=61C4777514B280F6B8CBECA6ED9AC9A8.1_cid378?__blob=publicationFile&v=6,German,B10-206-01-1,Fine Notice Against Individuals and Companies for Antitrust Violations,2003,E,"Water Supply, Sewerage, Waste Management and Remediation Activities","[""NB 1 AG"", ""NB 2 AG"", ""NB 2 e.V."", ""NB 4 e.V.""]",Art. 102 TFEU,"[""nb 1"", ""nb 2"", ""nb 2 e.v."", ""nb 4 e.v.""]",B10-206-01-1.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2024/B10-21-21.pdf?__blob=publicationFile&v=7,German,B10-21-21,Fines for Vertical Price Fixing in Protective Clothing,2024,C,Manufacturing,"[""Pfanner Schutzbekleidung GmbH""]",Art. 101 TFEU,"[""pfanner schutzbekleidung""]",B10-21-21.docx
https://www.bundeskartellamt.de/SharedDocs/Entscheidung/DE/Fallberichte/Kartellverbot/2020/B10-22-15.pdf;jsessionid=1993F2F81B78C9C98A7B5CC48B7C66EE.2_cid387?__blob=publicationFile&v=2,German,B10-22-15,Fine Proceedings Against Wholesalers of Plant Protection Products,2020,C,Manufacturing,"[""AGRAVIS Raiffeisen AG"", ""AGRO Agrargro\u00dfhandel GmbH & Co. KG"", ""BayWa AG"", ""BSL Betriebsmittel Service Logistik GmbH & Co. KG"", ""Getreide AG"", ""Raiffeisen Waren GmbH"", ""Raiffeisen Waren-Zentrale Rhein-Main eG"", ""ZG Raiffeisen eG""]",Art. 101 TFEU,"[""agravis raiffeisen"", ""agro agrargroßhandel"", ""baywa"", ""bsl betriebsmittel service logistik"", ""getreide"", ""raiffeisen waren"", ""raiffeisen waren-zentrale rhein-main eg"", ""zg raiffeisen eg""]",B10-22-15.docx
